step,lossG,lossD
0,56.310791015625,3.689331531524658
200,44.71879196166992,3.5052242279052734
400,42.52439498901367,3.5670814514160156
600,42.82245635986328,3.523729085922241
800,41.7794189453125,3.2495720386505127
1000,43.872047424316406,3.3289012908935547
1200,36.7457160949707,3.6073970794677734
1400,41.26409912109375,3.422419548034668
1600,40.8857536315918,3.414881467819214
1800,40.15239334106445,3.2599639892578125
2000,38.947853088378906,3.7251057624816895
2200,41.36345291137695,3.3618879318237305
2400,40.359954833984375,3.3624677658081055
2600,40.95642852783203,3.476945400238037
2800,39.711830139160156,3.631038188934326
3000,38.527137756347656,3.646268367767334
3200,41.7058219909668,3.4580531120300293
3400,38.108116149902344,3.79697847366333
3600,40.19381332397461,3.6318893432617188
3800,40.15702438354492,3.485814332962036
4000,39.742149353027344,3.5246193408966064
4200,39.21583938598633,3.3556578159332275
4400,38.777183532714844,3.7520458698272705
4600,39.457679748535156,3.5298562049865723
4800,39.32089614868164,3.6822023391723633
5000,41.74477767944336,3.452721118927002
5200,35.997989654541016,3.6494247913360596
5400,40.013973236083984,3.3095505237579346
5600,41.16440963745117,3.3651299476623535
5800,40.52471923828125,3.6241908073425293
6000,37.37068176269531,3.702770471572876
6200,39.45950698852539,3.5229525566101074
6400,37.69472885131836,3.6152913570404053
6600,40.37928009033203,3.2043933868408203
6800,41.785118103027344,3.211106061935425
7000,40.129112243652344,3.2733094692230225
7200,37.14007568359375,3.636104106903076
7400,40.087188720703125,3.2818541526794434
7600,36.431461334228516,3.698730945587158
7800,38.67588806152344,3.2990951538085938
8000,40.09886169433594,3.351661205291748
8200,39.38496017456055,3.32376766204834
8400,39.3979606628418,3.351254940032959
8600,38.71758270263672,3.573401689529419
8800,36.30352020263672,3.570376396179199
9000,36.96501159667969,3.60007381439209
9200,37.94707107543945,3.4387457370758057
9400,35.951908111572266,3.770251750946045
9600,38.63997268676758,3.518010139465332
9800,41.80643844604492,3.2840280532836914
10000,36.655906677246094,3.6727797985076904
10200,40.28961944580078,3.600389003753662
10400,35.28443908691406,3.6666316986083984
10600,38.70035171508789,3.3996527194976807
10800,38.99957275390625,3.337397575378418
11000,37.37077713012695,3.508317470550537
11200,37.86701965332031,3.750986099243164
11400,39.659034729003906,3.224931001663208
11600,38.68426513671875,3.174487829208374
11800,40.93073272705078,3.0024499893188477
12000,34.55855941772461,3.722482442855835
12200,38.07189178466797,3.4798173904418945
12400,39.09697723388672,3.5238704681396484
12600,38.557411193847656,3.3396077156066895
12800,39.518802642822266,3.129342794418335
13000,36.77215576171875,3.6752467155456543
13200,39.32805633544922,3.8461689949035645
13400,40.72516632080078,3.368722915649414
13600,39.998477935791016,3.1795647144317627
13800,37.90576934814453,3.510316848754883
14000,37.356658935546875,3.5860838890075684
14200,38.7393798828125,3.3400073051452637
14400,36.3814582824707,3.886420249938965
14600,38.01382827758789,3.3817696571350098
14800,40.48138427734375,3.4676356315612793
15000,35.95769119262695,3.567805767059326
15200,36.820011138916016,3.367720603942871
15400,40.140846252441406,3.1786036491394043
15600,39.04694366455078,3.2218406200408936
15800,37.59712600708008,3.3725392818450928
16000,38.094818115234375,3.344942808151245
16200,35.667236328125,3.567779541015625
16400,38.742332458496094,3.051175594329834
16600,37.62507629394531,3.391085624694824
16800,35.82895278930664,3.6305463314056396
17000,36.93473815917969,3.77195405960083
17200,39.32722473144531,3.4438323974609375
17400,36.152679443359375,3.590308904647827
17600,38.03188705444336,3.815572738647461
17800,39.429264068603516,3.421154260635376
18000,36.614784240722656,3.6563875675201416
18200,36.19036865234375,3.3830370903015137
18400,36.65052032470703,3.6104001998901367
18600,37.9108772277832,3.460268497467041
18800,38.144466400146484,3.248373508453369
19000,35.9378776550293,3.7861671447753906
19200,37.63608169555664,3.4526302814483643
19400,38.942020416259766,3.350895643234253
19600,36.35929489135742,3.6203763484954834
19800,37.935813903808594,3.4988033771514893
20000,37.51805877685547,3.5511434078216553
20200,39.99626159667969,3.2759060859680176
20400,38.36567687988281,3.444211006164551
20600,34.471073150634766,3.6136436462402344
20800,37.62649154663086,3.3003222942352295
21000,37.4424934387207,3.6429762840270996
21200,37.14881896972656,3.4367563724517822
21400,38.050323486328125,3.6041080951690674
21600,36.11591720581055,3.486201763153076
21800,35.6371955871582,3.7009737491607666
22000,34.6308708190918,3.7120156288146973
22200,37.028621673583984,3.682271957397461
22400,37.012630462646484,3.499553680419922
22600,39.270774841308594,3.396228790283203
22800,42.37046432495117,3.2551186084747314
23000,38.116371154785156,3.645364999771118
23200,38.28548049926758,3.458026885986328
23400,37.349918365478516,3.110707998275757
23600,37.64161682128906,3.4665608406066895
23800,37.18170166015625,3.421597719192505
24000,36.098487854003906,3.4467411041259766
24200,37.46906661987305,3.5874712467193604
24400,38.38630676269531,3.5106592178344727
24600,37.627960205078125,3.43972110748291
24800,37.089332580566406,3.6528220176696777
25000,38.142635345458984,3.6313679218292236
25200,36.96380615234375,3.7965807914733887
25400,37.95541000366211,3.4811606407165527
25600,35.516780853271484,3.4549524784088135
25800,36.231201171875,3.6815857887268066
26000,34.543365478515625,3.5775864124298096
26200,36.18025207519531,3.3952436447143555
26400,38.53125,3.353710174560547
26600,36.848724365234375,3.4876766204833984
26800,37.599857330322266,3.531716823577881
27000,37.56103515625,3.536844253540039
27200,36.07282638549805,3.6695597171783447
27400,38.02204895019531,3.41733980178833
27600,38.22537612915039,3.3895211219787598
27800,39.13063430786133,3.47261381149292
28000,38.31550216674805,3.3692898750305176
28200,38.54756546020508,3.40847110748291
28400,36.524688720703125,3.4317474365234375
28600,36.18244171142578,3.429002046585083
28800,42.11594772338867,3.0767364501953125
29000,36.4417724609375,3.3922624588012695
29200,37.14127731323242,3.536623001098633
29400,38.85576248168945,3.5185818672180176
29600,38.55241012573242,3.2686967849731445
29800,36.143798828125,3.267305374145508
30000,38.28266906738281,3.3318960666656494
30200,37.5626220703125,3.323880672454834
30400,35.034828186035156,3.706002712249756
30600,35.976463317871094,3.727302074432373
30800,36.854366302490234,3.4260308742523193
31000,39.75282669067383,3.7018489837646484
31200,37.65174865722656,3.3961493968963623
31400,38.643714904785156,3.4632375240325928
31600,36.305233001708984,3.461733341217041
31800,37.584625244140625,3.381542682647705
32000,35.46840286254883,3.607368230819702
32200,37.21290969848633,3.660036087036133
32400,32.22317123413086,3.6931207180023193
32600,36.10635757446289,3.5116140842437744
32800,40.2807731628418,3.2405450344085693
33000,33.10273742675781,3.6889500617980957
33200,37.89144515991211,3.2115259170532227
33400,36.46092224121094,3.3910605907440186
33600,37.35572052001953,3.473005771636963
33800,37.74591827392578,3.639526844024658
34000,36.07622528076172,3.2113518714904785
34200,41.879730224609375,3.355196237564087
34400,36.72154235839844,3.6254029273986816
34600,37.043601989746094,3.4959418773651123
34800,37.98771286010742,3.5371198654174805
35000,37.81255340576172,3.698671579360962
35200,36.297340393066406,3.712212562561035
35400,35.54954528808594,3.5865931510925293
35600,40.33732986450195,3.6547203063964844
35800,38.115909576416016,3.3567633628845215
36000,37.313377380371094,3.520048141479492
36200,38.74851989746094,3.0750298500061035
36400,36.27286148071289,3.6632509231567383
36600,38.51540756225586,3.2969017028808594
36800,37.823699951171875,3.1800734996795654
37000,36.96222686767578,3.715146064758301
37200,37.6785888671875,3.6909241676330566
37400,35.28771209716797,3.4296696186065674
37600,38.39358901977539,3.6616251468658447
37800,35.2630500793457,3.5463480949401855
38000,37.874168395996094,3.472115993499756
38200,34.35599899291992,3.7573509216308594
38400,40.31826400756836,3.2530574798583984
38600,36.13323211669922,3.2701900005340576
38800,35.633689880371094,3.5553154945373535
39000,35.05513000488281,3.620148181915283
39200,36.689510345458984,3.418520212173462
39400,32.045318603515625,3.999995231628418
39600,38.89018249511719,3.39848256111145
39800,37.944583892822266,3.47920823097229
40000,38.436119079589844,3.371878147125244
40200,35.78811264038086,3.626941680908203
40400,35.429527282714844,3.6164958477020264
40600,35.91791915893555,3.5092883110046387
40800,36.89234161376953,3.177622079849243
41000,39.16501235961914,3.508721351623535
41200,37.20029830932617,3.297908306121826
41400,37.04950714111328,3.633790969848633
41600,34.4649772644043,3.7391419410705566
41800,37.45719528198242,3.5320143699645996
42000,36.772945404052734,3.2534005641937256
42200,35.86634826660156,3.584383964538574
42400,36.68476104736328,3.324481725692749
42600,35.75944900512695,3.446823835372925
42800,36.21231460571289,3.5796971321105957
43000,34.64760971069336,3.480175018310547
43200,37.735782623291016,3.352534532546997
43400,41.28680419921875,3.054321765899658
43600,37.92275619506836,3.572054862976074
43800,39.94831466674805,3.093808174133301
44000,41.06185531616211,3.219743013381958
44200,37.06595993041992,3.4195446968078613
44400,37.983585357666016,3.24642276763916
44600,40.31017303466797,3.5228617191314697
44800,37.41975402832031,3.286783456802368
45000,34.8032112121582,3.4861650466918945
45200,39.656063079833984,3.5447816848754883
45400,35.977760314941406,3.240281820297241
45600,37.232704162597656,3.323396921157837
45800,37.8804817199707,3.5957841873168945
46000,34.85189437866211,3.70119571685791
46200,37.68906784057617,3.5483641624450684
46400,35.28940963745117,3.5918517112731934
46600,35.175323486328125,3.6545467376708984
46800,36.82865524291992,3.60690975189209
47000,36.089786529541016,3.519198417663574
47200,35.82069778442383,3.5287623405456543
47400,36.914794921875,3.3894667625427246
47600,35.6331672668457,3.7630157470703125
47800,37.70222473144531,3.3426826000213623
48000,37.507110595703125,3.4603970050811768
48200,41.338645935058594,2.96462345123291
48400,37.441612243652344,3.3490824699401855
48600,39.42173385620117,3.437647819519043
48800,36.20220947265625,3.5766377449035645
49000,36.665218353271484,3.251697063446045
49200,36.44000244140625,3.549642324447632
49400,37.817989349365234,3.4717676639556885
49600,36.03807830810547,3.5341715812683105
49800,36.904396057128906,3.2353882789611816
50000,35.4969367980957,3.6397902965545654
50200,38.56562042236328,3.432985544204712
50400,35.416751861572266,3.4923999309539795
50600,34.566532135009766,3.6302952766418457
50800,35.507205963134766,3.4520740509033203
51000,36.48775100708008,3.564582347869873
51200,34.8299674987793,3.6044530868530273
